Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Number Cluster,Confianza
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,2,2,2,1,3,0,0,0,0.5317233236883091
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,2,3,2,4,1,0,0,0,0.4541886473211895
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,2,2,2,2,1,1,0,1,0.3861144809439099
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,1,3,0,0,1,0.46191906081451467
0,0.0,0,0.0,7,150.0,0.057142857,0.085714286,0.0,0.0,2,2,2,2,1,0,0,1,0.3372915262748873
0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,2,1,1,1,3,0,0,0,0.44132722252944384
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,2,4,1,3,3,0,0,0,0.43028935995899426
0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,2,1,1,4,2,0,0,0,0.6417103355290966
2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,2,1,1,1,3,0,0,0,0.5980023091086666
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,1,2,1,0,1,0.4992288262016755
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,2,1,1,1,3,0,0,0,0.3807141277081475
0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,2,2,2,1,5,0,0,0,0.5950261171427282
0,0.0,0,0.0,27,925.3333333,0.003703704,0.025925926,0.0,0.6,2,4,1,3,3,0,0,0,0.48787526601837927
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,2,1,1,1,3,0,0,0,0.36049302669936883
0,0.0,0,0.0,6,1566.5,0.05,0.066666667,0.0,0.2,2,1,1,1,3,0,0,0,0.3603761850112886
0,0.0,0,0.0,4,105.0,0.0,0.025,0.0,0.6,2,1,1,1,4,0,0,0,0.44183425520460373
0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,2,2,4,1,7,0,0,1,0.37273846052270204
0,0.0,0,0.0,16,644.2,0.004166667,0.031666667,0.0,0.0,2,3,2,3,4,0,0,0,0.550511559273746
3,18.33333333,0,0.0,38,2635.177778,0.0,0.008947368,0.0,0.4,2,2,4,1,2,0,0,0,0.641271982647429
4,61.0,0,0.0,19,607.0,0.0,0.026984127,17.53595893,1.0,2,1,1,7,4,1,1,0,0.711668037105675
0,0.0,0,0.0,6,415.0,0.0,0.033333333,0.0,0.4,2,1,1,3,2,0,0,0,0.47215915098145217
2,31.0,1,16.0,36,2083.530952,0.0,0.01351025,0.0,0.8,2,2,2,4,3,0,0,0,0.4891039626313307
3,58.5,0,0.0,17,281.6666667,0.007058824,0.017647059,0.0,0.0,2,1,1,3,4,0,0,0,0.7245128580860613
0,0.0,0,0.0,2,27.0,0.15,0.15,0.0,0.0,2,1,1,7,2,0,0,1,0.8331779452143436
0,0.0,1,0.0,9,215.0,0.044444444,0.074074074,0.0,0.8,2,4,1,1,3,0,0,1,0.3979726464511379
0,0.0,0,0.0,12,162.0,0.05,0.066666667,0.0,0.0,2,1,1,1,3,0,0,0,0.368971385017991
0,0.0,0,0.0,2,114.0,0.05,0.066666667,0.0,0.8,2,3,3,1,3,0,0,1,0.38361010625857966
6,326.25,4,94.0,128,5062.213753,0.000854701,0.01791847,0.0,0.0,2,2,5,1,3,0,0,2,0.5853703579701929
0,0.0,0,0.0,4,253.0,0.0,0.016666667,0.0,0.6,2,2,2,3,3,0,0,0,0.466881693989535
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.4,2,2,2,1,3,0,0,1,0.4083392240984732
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,2,1,1,2,3,0,0,1,0.356537948142778
2,22.0,0,0.0,25,436.5,0.008,0.024,0.0,0.2,2,2,4,1,1,0,0,0,0.6301287456909686
0,0.0,1,93.0,30,1045.833333,0.012903226,0.035483871,0.0,0.2,2,1,1,1,3,0,0,0,0.47667892352805197
0,0.0,0,0.0,12,317.8333333,0.0,0.005555556,0.0,0.0,2,1,1,1,4,1,0,0,0.6197380468580709
0,0.0,0,0.0,21,1146.333333,0.0,0.012962963,0.0,0.8,2,3,2,1,3,0,0,0,0.4948041190742693
0,0.0,0,0.0,11,577.0,0.018181818,0.027272727,0.0,0.2,2,2,2,3,1,0,0,0,0.4963886371643949
0,0.0,0,0.0,8,95.0,0.0,0.075,0.0,0.0,2,4,1,3,3,0,0,0,0.42857489729876963
0,0.0,0,0.0,6,301.5,0.0,0.111111111,0.0,0.0,2,2,4,9,3,0,0,0,0.38379952941744205
0,0.0,0,0.0,6,243.0,0.0,0.033333333,0.0,0.0,2,2,4,4,1,0,0,0,0.5138780382029188
0,0.0,0,0.0,4,135.5,0.0,0.05,0.0,0.6,2,2,2,1,2,0,0,0,0.4034357254940337
0,0.0,2,75.0,14,442.3333333,0.0,0.034375,0.0,0.8,2,1,1,3,3,0,0,0,0.40993929714459776
0,0.0,0,0.0,3,41.0,0.0,0.066666667,0.0,0.0,2,1,1,3,3,0,0,0,0.4393193556251403
0,0.0,0,0.0,11,292.9,0.028,0.11952381,0.0,0.0,2,2,4,3,1,0,0,0,0.33924971286580435
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,3,3,0,0,1,0.4702909061942186
0,0.0,0,0.0,9,1238.333333,0.0,0.040740741,0.0,0.4,2,2,2,1,3,0,0,0,0.48127500510384225
0,0.0,0,0.0,10,225.4666667,0.0,0.05,0.0,0.4,2,1,1,8,3,0,0,0,0.4384267305340294
4,462.0,0,0.0,51,1873.216667,0.0,0.00754717,0.0,0.6,2,2,2,9,3,0,0,0,0.4398299439569761
0,0.0,0,0.0,3,13.0,0.133333333,0.166666667,0.0,0.0,2,2,4,1,1,0,0,1,0.834279071818775
0,0.0,0,0.0,2,222.0,0.0,0.1,0.0,0.0,2,2,6,1,2,1,0,0,0.4147178431683219
2,20.0,0,0.0,16,214.8333333,0.0,0.022222222,0.0,0.0,2,2,2,1,6,0,0,0,0.6427243095759578
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,3,2,3,3,0,0,1,0.47940882880019503
0,0.0,0,0.0,6,2017.166667,0.0,0.011111111,0.0,0.8,2,2,2,4,3,0,0,0,0.5127890941253553
6,111.5,0,0.0,26,449.0277778,0.0,0.018518519,0.0,0.6,2,1,1,3,3,0,0,0,0.5790992496422703
0,0.0,0,0.0,6,158.1666667,0.0,0.033333333,0.0,0.0,2,3,2,4,2,0,0,0,0.5083502715988031
0,0.0,0,0.0,9,303.6666667,0.005555556,0.046296296,0.0,0.0,2,2,4,5,2,0,0,0,0.4897435162412838
0,0.0,0,0.0,3,25.0,0.0,0.066666667,0.0,0.0,2,2,4,1,5,0,0,0,0.4353664567738272
0,0.0,0,0.0,2,42.0,0.05,0.15,0.0,0.4,2,2,2,1,4,0,0,1,0.5281420822400772
4,103.625,0,0.0,14,1003.416667,0.0,0.018039216,0.0,0.2,2,1,1,3,3,0,0,0,0.7153799791010097
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,7,3,0,0,1,0.4945481333635579
0,0.0,0,0.0,9,272.5,0.0,0.011851852,0.0,0.2,2,1,1,6,3,0,0,0,0.5395580035219445
3,19.0,0,0.0,8,344.0,0.0,0.007407407,0.0,0.0,2,2,4,2,3,0,0,0,0.7117076753517168
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,2,3,0,0,1,0.4746819347505235
0,0.0,1,19.0,10,852.0,0.0,0.009090909,0.0,0.0,2,2,2,3,6,0,0,0,0.7171482459245182
0,0.0,0,0.0,3,780.0,0.066666667,0.066666667,0.0,0.4,2,2,4,1,3,0,0,1,0.3590987468014501
0,0.0,0,0.0,3,1038.0,0.0,0.033333333,0.0,0.0,2,2,2,1,1,0,0,0,0.5618765708378333
0,0.0,0,0.0,4,573.0,0.0,0.05,0.0,0.0,2,2,2,3,3,0,0,0,0.49305498678840187
0,0.0,0,0.0,28,1231.233333,0.007142857,0.030357143,0.0,0.0,2,1,1,4,3,0,0,0,0.6142147011573452
0,0.0,0,0.0,11,316.6666667,0.0,0.027272727,0.0,0.8,2,2,2,2,1,0,0,0,0.4359403167779155
0,0.0,0,0.0,20,873.7365079,0.0075,0.028166667,0.0,0.0,2,1,2,1,1,0,0,0,0.5929995253545053
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,2,2,2,3,4,0,0,1,0.4115096433674397
0,0.0,0,0.0,4,16.0,0.1,0.15,0.0,0.0,2,2,5,5,1,0,0,1,0.5274258633190869
0,0.0,0,0.0,19,615.0,0.0,0.026315789,0.0,0.2,2,2,2,3,3,0,0,0,0.5520187165496082
0,0.0,0,0.0,9,261.75,0.0,0.026666667,0.0,0.0,2,2,6,1,1,0,0,0,0.5337888800143884
0,0.0,0,0.0,21,615.8831169,0.033333333,0.04993081,0.0,0.0,2,3,2,2,1,1,0,0,0.4841225272476441
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,3,3,3,2,1,0,1,0.5282968097789309
0,0.0,0,0.0,6,117.5,0.0,0.033333333,0.0,0.8,2,1,1,1,3,1,0,0,0.42911746672545426
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,1,3,0,0,1,0.46191906081451467
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,3,2,3,3,0,0,1,0.47940882880019503
0,0.0,0,0.0,23,501.6666667,0.008695652,0.01884058,0.0,0.6,2,1,1,4,2,0,0,0,0.48482228859158777
2,58.0,2,22.0,31,829.1666667,0.03030303,0.040606061,0.0,0.0,2,1,1,1,1,1,0,0,0.45651387952340305
1,9.5,0,0.0,23,1223.0,0.015217391,0.012463768,0.0,0.0,2,1,1,1,2,1,0,0,0.7513023107792591
0,0.0,0,0.0,6,467.0,0.0,0.016666667,0.0,0.4,2,1,1,3,3,0,0,0,0.5085898992401807
0,0.0,0,0.0,23,737.1666667,0.008695652,0.011594203,0.0,0.6,2,2,2,1,3,0,0,0,0.5053019207005082
0,0.0,0,0.0,12,129.0,0.0,0.033333333,0.0,0.0,2,1,1,3,2,0,0,0,0.5304023404716108
0,0.0,0,0.0,5,63.0,0.0,0.04,0.0,0.0,2,2,2,1,3,0,0,0,0.4934832768235786
0,0.0,0,0.0,5,125.0,0.086666667,0.166666667,0.0,0.0,2,2,2,1,3,0,0,1,0.621375864666835
0,0.0,0,0.0,11,684.3333333,0.018181818,0.063636364,0.0,0.0,2,2,4,6,1,0,0,0,0.45597758762404966
0,0.0,0,0.0,20,665.4722222,0.0,0.0145,0.0,0.8,2,3,2,7,4,1,0,0,0.5105166784885063
1,0.0,0,0.0,15,487.5,0.0,0.019166667,0.0,0.8,2,1,1,2,4,1,0,0,0.500064681128662
0,0.0,0,0.0,17,437.1666667,0.011111111,0.033333333,0.0,0.0,2,2,4,1,3,0,0,0,0.5309422038436771
0,0.0,0,0.0,3,55.0,0.066666667,0.1,0.0,0.6,2,1,1,1,3,0,0,1,0.4775769832725888
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,2,1,1,1,2,1,0,1,0.37554823369327056
5,41.3,0,0.0,24,446.9277778,0.0,0.008602151,0.0,1.0,2,2,2,8,1,1,0,0,0.6384117668125243
3,87.0,0,0.0,10,320.5,0.0,0.015384615,0.0,0.0,2,1,1,2,3,0,0,0,0.7799450832304284
0,0.0,0,0.0,7,666.0,0.0,0.014285714,0.0,0.0,2,1,1,6,2,0,0,0,0.5820167627323892
1,0.0,0,0.0,21,405.7095238,0.010743802,0.047002635,0.0,0.0,2,1,1,1,4,0,0,0,0.5146915846483072
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,3,2,3,3,0,0,1,0.47940882880019503
0,0.0,0,0.0,6,163.25,0.033333333,0.033333333,0.0,0.6,2,1,1,6,2,0,0,0,0.3856654416655445
0,0.0,0,0.0,17,284.25,0.0,0.011764706,0.0,0.0,2,3,2,6,2,1,0,0,0.5798913280522225
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,4,2,1,3,0,0,1,0.3829440426553668
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,4,1,1,0,0,1,0.49235139803510897
0,0.0,0,0.0,8,260.0,0.008333333,0.025,0.0,0.8,2,3,2,1,3,1,0,0,0.43695630927428153
0,0.0,16,1210.397619,5,279.8571429,0.003174603,0.012764202,0.0,0.0,3,2,2,1,8,0,0,2,0.16478478692952106
0,0.0,0,0.0,20,927.45,0.011111111,0.027248677,8.000740741,0.0,3,1,1,3,1,0,0,0,0.6363827233268562
2,9.0,0,0.0,50,836.8,0.0,0.006339869,0.0,0.0,3,2,2,3,2,0,0,0,0.9452689095554008
10,293.7782051,2,153.0,96,3283.166739,0.001960784,0.013509414,0.0,0.0,3,3,2,6,2,1,0,2,0.6613148584633151
9,111.5,1,48.5,49,1868.819697,0.0,0.020708874,1.706014966,0.0,3,2,2,7,2,0,1,0,0.33873430776660446
3,47.0,1,51.0,68,3008.124108,0.007142857,0.016727891,46.53017511,0.0,3,2,2,1,1,0,0,0,0.4099007557035469
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,3,1,1,1,3,0,0,1,0.47157747490484625
3,1226.0,5,3.0,24,3230.25,0.036190476,0.096,0.0,0.0,3,2,2,1,2,0,0,2,0.3253588378944448
3,52.0,0,0.0,9,319.0,0.0,0.02,0.0,0.0,3,1,1,1,1,0,0,0,0.7605966170957449
0,0.0,0,0.0,3,42.0,0.0,0.066666667,0.0,0.0,3,2,2,3,1,0,0,0,0.4524705098852334
0,0.0,0,0.0,22,354.3333333,0.009090909,0.057662338,0.0,0.0,3,1,1,7,2,1,0,0,0.5258551077827892
0,0.0,0,0.0,98,3556.61241,0.002061856,0.010173465,0.0,0.0,3,1,1,1,3,0,0,0,0.4943023411736553
2,56.0,1,144.0,67,2563.783333,0.0,0.005797101,19.34265017,0.0,3,2,2,4,2,0,1,0,0.3517210075256533
3,112.9607843,0,0.0,13,3014.018519,0.013068182,0.06140625,0.0,0.0,3,2,2,1,2,0,0,0,0.5069320331950319
0,0.0,0,0.0,17,840.2333333,0.0,0.001666667,109.176,0.0,3,2,2,9,2,0,1,0,0.23716908020005895
3,94.0,2,125.0,55,1970.844805,0.0,0.001724138,96.25511582,0.0,3,2,4,1,2,1,1,0,0.2414893861324094
1,32.0,0,0.0,50,2867.0,0.0,0.004,153.4432478,0.0,3,2,2,7,8,1,1,0,0.19996845216953754
0,0.0,0,0.0,5,43.0,0.0,0.04,0.0,0.0,3,1,1,1,9,1,0,0,0.5109118838361596
5,218.0,0,0.0,13,284.5,0.0,0.004166667,0.0,0.0,3,1,1,1,2,0,0,0,0.718324956786507
0,0.0,0,0.0,3,133.5,0.0,0.088888889,0.0,0.0,3,1,2,1,8,0,0,0,0.399629877291112
1,119.0,0,0.0,12,297.6666667,0.0,0.008333333,0.0,0.0,3,3,2,1,10,0,0,0,0.7007422611893639
3,281.0,0,0.0,16,453.75,0.0,0.005263158,0.0,0.0,3,2,2,5,2,0,0,0,0.8006231337959183
1,18.0,0,0.0,16,1331.75,0.0,0.0125,33.79956701,0.0,3,2,5,2,3,0,1,0,0.3846243465328171
2,40.0,0,0.0,5,558.5,0.0,0.028571429,0.0,0.0,3,2,2,7,2,1,0,0,0.6717032414513752
3,107.0,0,0.0,4,145.8333333,0.0,0.016666667,0.0,0.0,3,3,2,7,1,0,0,0,0.7355110466584046
0,0.0,0,0.0,8,731.0,0.0,0.04375,0.0,0.0,3,2,4,1,3,0,0,0,0.5358688520190322
2,49.0,1,127.0,4,188.0,0.033333333,0.0375,0.0,0.0,3,3,2,3,2,0,0,0,0.4963822778697696
0,0.0,0,0.0,14,565.3333333,0.037619048,0.04952381,0.0,0.0,3,2,6,3,1,0,0,0,0.46018941361023163
0,0.0,0,0.0,2,50.0,0.0,0.05,0.0,0.0,3,3,2,8,11,0,0,0,0.44734005860868464
4,57.0,0,0.0,7,591.0,0.006666667,0.033333333,0.0,0.0,3,1,2,6,6,1,0,0,0.7714150978067185
2,2.0,3,261.0,10,281.0,0.0,0.042857143,0.0,0.0,3,2,2,1,2,0,0,0,0.3815158690453689
2,123.0,2,306.3333333,18,483.8333333,0.0,0.02,0.0,0.0,3,2,2,4,1,0,0,0,0.3981439619894583
2,118.0,0,0.0,4,42.0,0.0,0.066666667,0.0,0.0,3,1,2,7,3,0,0,0,0.5400569755069491
0,0.0,0,0.0,35,1192.386111,0.005714286,0.028571429,0.0,0.0,3,2,4,2,2,0,0,0,0.6787540851518807
0,0.0,0,0.0,12,198.0,0.016666667,0.075,0.0,0.0,3,2,2,3,2,0,0,0,0.422911553536306
0,0.0,0,0.0,3,15.0,0.0,0.066666667,0.0,0.0,3,2,4,3,12,0,0,0,0.4255243750888681
2,38.0,0,0.0,14,643.0,0.0,0.013333333,35.0928,0.0,3,2,2,5,1,0,1,0,0.3825928294275727
0,0.0,0,0.0,5,23.0,0.08,0.12,0.0,0.0,3,2,2,1,1,0,0,1,0.4334176891687694
0,0.0,0,0.0,4,14.0,0.1,0.15,0.0,0.0,3,3,2,1,1,0,0,1,0.5807686451082262
1,54.0,0,0.0,6,210.5,0.0,0.02,0.0,0.0,3,2,2,1,8,0,0,0,0.6028457397450006
